2.082680533,2.54E-11
2.258437009,2.62E-11
2.432546751,2.70E-11
2.625982211,2.77E-11
2.841186443,2.86E-11
3.074027071,2.96E-11
3.340953123,3.09E-11
3.570284303,3.21E-11
3.845528322,3.38E-11
4.179445906,3.56E-11
4.578278402,3.74E-11
4.975822649,3.90E-11
5.329355375,4.07E-11
5.851073328,4.27E-11
6.259745035,4.46E-11
6.666885672,4.67E-11
7.262114165,4.91E-11
7.682407236,5.15E-11
8.018024097,5.34E-11
8.539525119,5.59E-11
8.912586391,5.85E-11
9.281035089,6.09E-11
9.621312849,6.34E-11
9.951645297,6.60E-11
10.15526403,6.84E-11
10.33975338,7.04E-11
10.59891115,7.27E-11
10.79146018,7.45E-11
10.96280788,7.69E-11
